geneName,genebiotype,entrezid,product,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
LOC100576512,protein_coding,100576512,U8-agatoxin-Ao1a,4.790435798,-1.698340426,1.065162347,-1.594442792,0.110836894,0.455431936
LOC113219396,protein_coding,113219396,leucine-rich repeat serine/threonine-protein kinase 1,73.8634499,-0.582281785,0.365340843,-1.593804241,0.110979887,0.455681432
LOC409881,protein_coding,409881,myosin regulatory light chain 2,4521.346602,-0.742158392,0.465805916,-1.593278159,0.111097804,0.455950828
LOC725943,protein_coding,725943,ubiquitin-60S ribosomal protein L40,2802.300088,0.464778086,0.291846988,1.592540286,0.111263359,0.456415387
LOC725157,protein_coding,725157,uncharacterized LOC725157,4.770811117,-1.553349018,0.975544517,-1.592289219,0.111319734,0.456431854
LOC551769,protein_coding,551769,"grpE protein homolog, mitochondrial",245.961096,0.444332186,0.279221264,1.591326464,0.111536124,0.456448515
LOC409693,protein_coding,409693,inositol monophosphatase 1,255.9032841,0.383928055,0.241286062,1.591173777,0.111570473,0.456448515
LOC726977,protein_coding,726977,prostaglandin E synthase 2,53.23081332,-0.501554298,0.315089309,-1.591784562,0.11143312,0.456448515
LOC725620,protein_coding,725620,"28S ribosomal protein S33, mitochondrial",50.81766773,-0.587258967,0.368984416,-1.591554933,0.111484743,0.456448515
Cpap3-d,protein_coding,410065,cuticular protein analogous to peritrophins 3-D,292.1979541,-0.718543103,0.451599631,-1.591106489,0.111585613,0.456448515
LOC551265,protein_coding,551265,protein limb expression 1 homolog,137.9253553,0.342637994,0.2155504,1.589595726,0.111925961,0.456837885
LOC410004,protein_coding,410004,transcription initiation factor TFIID subunit 10,564.9763418,0.337622413,0.212377627,1.589726835,0.111896392,0.456837885
LOC411502,protein_coding,411502,SPARC-related modular calcium-binding protein 1,111.3422546,-0.366874826,0.230801086,-1.589571491,0.111931427,0.456837885
LOC726636,protein_coding,726636,WD repeat-containing and planar cell polarity effector protein fritz,46.01633482,-0.683396091,0.429938411,-1.589520904,0.111942838,0.456837885
LOC725890,protein_coding,725890,kinesin F,23.12477374,-0.792312273,0.498212485,-1.590309952,0.111764957,0.456837885
LOC100577885,protein_coding,100577885,uncharacterized LOC100577885,31.71276676,-0.838515852,0.527637948,-1.589187917,0.112017974,0.456930592
LOC100576384,protein_coding,100576384,tyrosine-protein phosphatase 10D,280.3676804,0.601684378,0.378840543,1.588225941,0.112235257,0.457221097
LOC411193,protein_coding,411193,nuclear transcription factor Y subunit B-1,136.6474433,0.434399241,0.27364071,1.587480315,0.112403902,0.457221097
LOC409456,protein_coding,409456,AT-rich interactive domain-containing protein 4B,277.7883613,-0.369264997,0.23258851,-1.58763215,0.112369544,0.457221097
LOC552429,protein_coding,552429,"peroxiredoxin-5, mitochondrial",132.524464,-0.42409678,0.267132693,-1.587588456,0.11237943,0.457221097
LOC409733,protein_coding,409733,transcriptional activator Myb,65.36180652,-0.564614258,0.35564044,-1.58759858,0.11237714,0.457221097
LOC100577516,protein_coding,100577516,venom acid phosphatase Acph-1,50.70350475,-2.054831964,1.2934925,-1.588592098,0.112152513,0.457221097
LOC411347,protein_coding,411347,peripheral plasma membrane protein CASK,178.3067233,-0.367983048,0.231869312,-1.587027814,0.112506345,0.457315024
LOC113219097,lncRNA,113219097,uncharacterized LOC113219097,4.47635703,-1.964850208,1.238157255,-1.58691491,0.112531918,0.457315024
LOC724264,protein_coding,724264,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7,112.7604884,0.609400667,0.384256411,1.585921924,0.112757022,0.457589832
LOC724886,protein_coding,724886,uncharacterized LOC724886,161.3315569,0.375095723,0.236464634,1.586265636,0.112679064,0.457589832
LOC100578355,protein_coding,100578355,zinc finger protein 484,10.35161684,-1.023386775,0.645247382,-1.586037855,0.112730723,0.457589832
LOC107965318,lncRNA,107965318,uncharacterized LOC107965318,25.09267189,0.912863717,0.575923016,1.585044689,0.112956181,0.457971642
LOC550665,protein_coding,550665,transcription initiation factor IIA subunit 2,60.17502231,-0.545001492,0.343839207,-1.585047547,0.112955532,0.457971642
LOC550677,protein_coding,550677,protein mab-21,48.65184721,-0.669788497,0.422687325,-1.584595651,0.113058234,0.458172303
Hbg2,protein_coding,411257,alpha-glucosidase,411.8987835,0.693062535,0.438018131,1.582269056,0.113588162,0.458674917
LOC551581,protein_coding,551581,N-acetylgalactosamine kinase,128.1701248,0.666278672,0.421108174,1.582203131,0.113603206,0.458674917
LOC411633,protein_coding,411633,UDP-glucose 4-epimerase,99.93351425,0.545590872,0.344779125,1.582435919,0.11355009,0.458674917
LOC552198,protein_coding,552198,pleiotropic regulator 1,111.0383744,0.382283179,0.241389826,1.583675607,0.113267559,0.458674917
LOC552287,protein_coding,552287,uncharacterized protein PFB0145c,25.63168838,-0.788294772,0.498141141,-1.582472731,0.113541693,0.458674917
LOC100577690,protein_coding,100577690,fas-associated death domain protein,8.743041879,-1.130401276,0.713871768,-1.583479451,0.113312227,0.458674917
LOC724473,protein_coding,724473,orexin receptor type 2-like,4.621473408,-1.586120589,1.002011558,-1.582936421,0.113435956,0.458674917
LOC410780,protein_coding,410780,sodium/hydrogen exchanger 9B2,18.66964412,-2.686753438,1.697249888,-1.583004045,0.113420542,0.458674917
LOC409151,protein_coding,409151,ataxin-2-like protein,317.440296,0.31856548,0.201390799,1.581827381,0.113688982,0.458808731
LOC113219394,protein_coding,113219394,DNA ligase 1-like,85.05203121,-0.668790429,0.423005596,-1.581043929,0.113867994,0.459318511
LOC410824,protein_coding,410824,spondin-1,524.0322861,0.433188469,0.274094669,1.58043376,0.114007565,0.4596688
LOC410801,protein_coding,410801,cathepsin L1,22.74518233,0.823690049,0.521791882,1.578579656,0.114432504,0.460028015
LOC408884,protein_coding,408884,transcription factor Sox-13,27.60601199,0.807672267,0.511250811,1.579796549,0.114153466,0.460028015
LOC409942,protein_coding,409942,interference hedgehog,96.73842165,-0.640304927,0.405652348,-1.57845734,0.114460581,0.460028015
LOC409230,protein_coding,409230,"arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2",91.36873114,-0.661050246,0.418568475,-1.579312074,0.114264494,0.460028015
LOC725429,protein_coding,725429,ADP-ribosylation factor-like protein 6-interacting protein 1,22.73871953,-0.748711456,0.474082107,-1.579286467,0.114270364,0.460028015
LOC100576602,lncRNA,100576602,uncharacterized LOC100576602,19.48121107,-1.362871562,0.86343304,-1.578433415,0.114466074,0.460028015
LOC102655844,protein_coding,102655844,cyclin-dependent kinase inhibitor 1C,7.08834905,-4.259137958,2.697343443,-1.579012109,0.11433328,0.460028015
LOC102656661,protein_coding,102656661,uncharacterized LOC102656661,57.29635426,-0.624758755,0.396009264,-1.577636715,0.114649093,0.460551217
LOC410755,protein_coding,410755,tyramine receptor-like,3.960867717,1.462349712,0.92716287,1.577230666,0.114742459,0.460630513
LOC410956,protein_coding,410956,serine/threonine-protein kinase NLK,100.9021725,0.618111214,0.392341293,1.575442669,0.115154302,0.460630513
LOC408661,protein_coding,408661,uncharacterized LOC408661,77.94634892,0.542482307,0.344055359,1.576729713,0.114857731,0.460630513
LOC410848,protein_coding,410848,jmjC domain-containing histone demethylation protein 1,155.2942903,0.471985254,0.299568019,1.575552877,0.115128883,0.460630513
LOC552341,protein_coding,552341,N-alpha-acetyltransferase 30,96.2420297,-0.464080317,0.294606199,-1.575256457,0.11519726,0.460630513
LOC411699,protein_coding,411699,SID1 transmembrane family member 1,45.30900648,-0.541201719,0.343505784,-1.575524324,0.115135468,0.460630513
LOC551426,protein_coding,551426,uncharacterized LOC551426,33.81969294,-0.615567054,0.390588149,-1.576000334,0.115025726,0.460630513
LOC100576161,lncRNA,100576161,uncharacterized LOC100576161,2299.252865,-0.659171132,0.418276701,-1.575921226,0.115043959,0.460630513
LOC408972,protein_coding,408972,muscle-specific protein 20,2223.557976,-0.695293668,0.441345225,-1.575396375,0.115164981,0.460630513
LOC724561,protein_coding,724561,E3 ubiquitin-protein ligase DCST1,27.87098362,-0.929429681,0.590013804,-1.575267688,0.115194669,0.460630513
LOC725156,protein_coding,725156,proteasome adapter and scaffold protein ECM29,313.9799181,-0.345089916,0.219126149,-1.574845895,0.11529202,0.460798045
LOC409292,protein_coding,409292,"probable isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial",257.5816438,0.392488391,0.249341472,1.574099916,0.115464352,0.461275323
LOC412495,protein_coding,412495,actin-interacting protein 1,357.875383,-0.33968068,0.215857708,-1.573632386,0.115572462,0.461495716
LOC725416,protein_coding,725416,U1 small nuclear ribonucleoprotein C,75.30583279,0.548819483,0.349136484,1.571933924,0.115965876,0.461586549
LOC410732,protein_coding,410732,3-phosphoinositide-dependent protein kinase 1,679.0423605,0.486747867,0.309621267,1.572075043,0.115933149,0.461586549
LOC726814,protein_coding,726814,"solute carrier family 2, facilitated glucose transporter member 1",201.7982942,0.405104948,0.257594747,1.572644446,0.11580117,0.461586549
LOC552520,protein_coding,552520,AP-3 complex subunit mu-1,192.0223805,0.363274156,0.230951315,1.572946904,0.115731113,0.461586549
LOC726058,protein_coding,726058,FACT complex subunit Ssrp1,484.6295545,0.335989127,0.213736654,1.571977105,0.115955861,0.461586549
LOC409028,protein_coding,409028,3'-5' RNA helicase YTHDC2,163.6000061,-0.339051561,0.21561156,-1.572511046,0.115832079,0.461586549
LOC412610,protein_coding,412610,glutathione synthetase,57.63346344,-0.5546327,0.352779212,-1.572180789,0.115908629,0.461586549
LOC726818,protein_coding,726818,beta-hexosaminidase subunit beta,431.4809138,0.685220574,0.436294409,1.570546312,0.116288069,0.461706635
LOC409927,protein_coding,409927,putative pyridoxal-dependent decarboxylase domain-containing protein 2,230.9466085,0.469481041,0.298737197,1.571552009,0.116054484,0.461706635
LOC552315,protein_coding,552315,ubiquitin-like-conjugating enzyme ATG3,226.646135,0.389095006,0.24779012,1.57026037,0.11635455,0.461706635
LOC552649,protein_coding,552649,elongation factor 1-beta',1381.775828,0.377138158,0.24018362,1.570207655,0.116366809,0.461706635
LOC412227,protein_coding,412227,protein SPT2 homolog,272.0142366,0.350958148,0.223350426,1.571334134,0.116105056,0.461706635
LOC413246,protein_coding,413246,ras-related protein Rap1,1613.978651,0.329872116,0.210046256,1.570473681,0.116304953,0.461706635
LOC410501,protein_coding,410501,NACHT and WD repeat domain-containing protein 2,8.172388024,-1.233194272,0.785265001,-1.570417975,0.116317903,0.461706635
LOC102654426,protein_coding,102654426,60S ribosomal protein L18,3849.348473,0.449455636,0.286446181,1.569075328,0.116630388,0.462121405
LOC550780,protein_coding,550780,N-terminal Xaa-Pro-Lys N-methyltransferase 1,387.1169175,0.385110607,0.245375061,1.569477375,0.116536747,0.462121405
LOC413984,protein_coding,413984,serine-rich adhesin for platelets,150.1871869,-0.555464666,0.353958048,-1.569295199,0.116579171,0.462121405
LOC411070,protein_coding,411070,"histone-lysine N-methyltransferase, H3 lysine-79 specific",197.1749199,0.433398305,0.276559927,1.567104496,0.117090269,0.463311789
LOC726221,protein_coding,726221,transmembrane protein 14C,306.0101312,0.387699057,0.247370796,1.567279011,0.117049489,0.463311789
LOC552497,protein_coding,552497,roquin-1,176.6538311,-0.467718286,0.298447307,-1.567172077,0.117074475,0.463311789
LOC726417,protein_coding,726417,uncharacterized LOC726417,55.23250486,-0.620723738,0.396187001,-1.566744329,0.117174465,0.463434577
LOC409277,protein_coding,409277,acidic phospholipase A2 PA4,12.44082512,-1.051367663,0.671390575,-1.565955351,0.11735907,0.463954202
LOC551867,protein_coding,551867,40S ribosomal protein S13,1959.378303,0.450248048,0.287631479,1.565364296,0.117497515,0.464290951
LOC724719,protein_coding,724719,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial",69.07628837,0.489496598,0.312826838,1.564752569,0.117640937,0.464647054
LOC412456,protein_coding,412456,engulfment and cell motility protein 1,166.4202669,-0.364924454,0.233521579,-1.562701212,0.118122889,0.466339323
LOC725106,protein_coding,725106,UDP-glucuronosyltransferase 1-8,124.4495424,2.179402497,1.395017202,1.562276432,0.118222882,0.466476434
LOC726666,protein_coding,726666,mediator of RNA polymerase II transcription subunit 28,165.1362815,0.532220795,0.340755886,1.561882912,0.118315575,0.466476434
LOC724259,protein_coding,724259,trypsin-1,17.41820653,-0.902187791,0.577632369,-1.561871943,0.118318159,0.466476434
LOC724192,protein_coding,724192,titin,2212.282171,-0.366845945,0.234987219,-1.56113148,0.118492732,0.466852187
LOC552626,protein_coding,552626,tRNA methyltransferase 10 homolog A,54.67742745,-0.540931295,0.346525712,-1.561013442,0.118520579,0.466852187
LOC552153,protein_coding,552153,vesicle transport protein SEC20,60.11754693,0.614618438,0.394320634,1.558676835,0.119072887,0.467165788
LOC409500,protein_coding,409500,mitochondrial import receptor subunit TOM22 homolog,283.2521149,0.414910268,0.266080642,1.559340303,0.118915857,0.467165788
LOC551169,protein_coding,551169,"succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",263.3275527,0.405866428,0.26049384,1.558065362,0.119217755,0.467165788
LOC409202,protein_coding,409202,40S ribosomal protein S9,3274.186168,0.34850407,0.223501749,1.559290124,0.118927728,0.467165788
LOC410172,protein_coding,410172,translocating chain-associated membrane protein 1-like 1,836.3676424,0.325976171,0.208927428,1.560236371,0.118704034,0.467165788
LOC107964022,protein_coding,107964022,ran-binding protein 9,327.6949265,0.320379586,0.205358634,1.560097962,0.118736733,0.467165788
LOC409377,protein_coding,409377,transitional endoplasmic reticulum ATPase TER94,2196.204245,0.31487495,0.202073045,1.558223413,0.119180297,0.467165788
IF-2mt,protein_coding,406098,translation initiation factor 2,87.71975484,-0.462157491,0.296582822,-1.558274645,0.119168157,0.467165788
LOC412756,protein_coding,412756,Bloom syndrome protein homolog,60.49255367,-0.466828855,0.299411075,-1.559156938,0.11895924,0.467165788
LOC413714,protein_coding,413714,ATP synthase mitochondrial F1 complex assembly factor 2,52.18933032,-0.518735074,0.332958406,-1.557957582,0.119243304,0.467165788
Ubx,protein_coding,551594,ultrabithorax,106.2975842,-0.546359784,0.350289772,-1.559736615,0.118822136,0.467165788
LOC725220,protein_coding,725220,homeobox protein Nkx-6.1,8.510215549,-1.069061939,0.685732299,-1.559007709,0.118994556,0.467165788
LOC725920,protein_coding,725920,vitellogenin receptor,14.37096997,0.708927506,0.455102762,1.557730618,0.119297119,0.467166662
LOC100578557,protein_coding,100578557,solute carrier family 46 member 3,4.081165781,1.529307702,0.982194832,1.557030899,0.11946315,0.467318398
LOC726201,protein_coding,726201,protein spaetzle 3,11.35966995,0.847003459,0.544035656,1.556889608,0.119496697,0.467318398
LOC726086,protein_coding,726086,gem-associated protein 8,116.8260454,0.530344721,0.340623006,1.556984441,0.119474179,0.467318398
LOC725541,protein_coding,725541,protein spaetzle 5,61.50932171,0.849790784,0.547036645,1.553443982,0.120317102,0.46772628
LOC726250,protein_coding,726250,cilia- and flagella-associated protein 43-like,26.60108268,0.823328057,0.530024115,1.553378486,0.12033274,0.46772628
LOC725125,protein_coding,725125,coiled-coil domain-containing protein 85C,37.18277778,0.650039413,0.418119823,1.554672551,0.120024075,0.46772628
LOC552843,protein_coding,552843,uncharacterized LOC552843,698.790424,0.624545973,0.401872444,1.554090066,0.120162934,0.46772628
LOC724633,protein_coding,724633,histone H2B,40.12975974,0.517042387,0.332830803,1.553469156,0.120311092,0.46772628
LOC413998,protein_coding,413998,lateral signaling target protein 2 homolog,178.7068544,0.46761518,0.300901098,1.554049427,0.120172627,0.46772628
LOC410825,protein_coding,410825,leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 3,297.8773438,0.360986238,0.23218977,1.554703461,0.12001671,0.46772628
LOC414048,protein_coding,414048,ribosome biogenesis protein BMS1 homolog,134.9459387,0.358744234,0.230918451,1.553553791,0.120290889,0.46772628
LOC412169,protein_coding,412169,cytoplasmic FMR1-interacting protein,221.7032956,-0.356142012,0.229296784,-1.553192357,0.120377187,0.46772628
LOC724179,protein_coding,724179,ribosomal protein S6 kinase delta-1,72.39257334,-0.463214423,0.297828534,-1.555305723,0.119873275,0.46772628
LOC412277,protein_coding,412277,mRNA cap guanine-N7 methyltransferase,99.19696103,-0.523533444,0.336854723,-1.554181691,0.120141084,0.46772628
LOC412735,protein_coding,412735,decaprenyl-diphosphate synthase subunit 1,57.14203269,-0.632052521,0.406542464,-1.554702343,0.120016976,0.46772628
LOC724388,protein_coding,724388,solute carrier family 35 member G1,14.86264863,-0.929399252,0.597765793,-1.554788284,0.1199965,0.46772628
LOC725284,protein_coding,725284,chitin synthase chs-2,15.35516075,-1.07948809,0.69444969,-1.554451107,0.120076851,0.46772628
LOC113218982,protein_coding,113218982,uncharacterized LOC113218982,9.683168255,-1.096160866,0.70580154,-1.553072364,0.120405848,0.46772628
LOC552342,protein_coding,552342,lysophospholipid acyltransferase 2,327.7796119,-0.388297846,0.250136452,-1.552344105,0.12057991,0.468193797
LOC409386,protein_coding,409386,ubiquitin-conjugating enzyme E2 N,530.524051,0.331207499,0.213432744,1.551812024,0.120707208,0.4684794
LOC100576985,protein_coding,100576985,uncharacterized LOC100576985,19.84525658,0.787035078,0.507627728,1.550417824,0.121041263,0.468524286
LOC409053,protein_coding,409053,protein PF14_0175,426.9533017,-0.317930375,0.205053876,-1.550472399,0.121028173,0.468524286
LOC724177,protein_coding,724177,uncharacterized LOC724177,234.7706146,-0.488413322,0.314965465,-1.550688493,0.120976354,0.468524286
LOC411276,protein_coding,411276,hybrid signal transduction histidine kinase D,33.0760191,-0.660658908,0.425957757,-1.550996307,0.120902569,0.468524286
LOC410092,protein_coding,410092,dual oxidase maturation factor 1,78.9664721,-0.707182873,0.456028882,-1.550741413,0.120963666,0.468524286
LOC102653640,protein_coding,102653640,glutamate receptor 1,8.161995862,-1.193377662,0.769364186,-1.551121932,0.120872466,0.468524286
LOC726463,protein_coding,726463,inositol monophosphatase 2,53.91417337,0.977159531,0.630538658,1.549721843,0.121208293,0.468754521
LOC725689,protein_coding,725689,golgin subfamily A member 4,80.46568867,-0.532304182,0.343451437,-1.549867392,0.121173348,0.468754521
LOC413260,protein_coding,413260,"neuroligin-4, Y-linked",83.89608281,0.404602989,0.261340574,1.548182829,0.121578284,0.469768575
LOC725187,protein_coding,725187,putative fatty acyl-CoA reductase CG8306-like,208.1904532,-0.435185062,0.281093307,-1.548187209,0.12157723,0.469768575
LOC411753,protein_coding,411753,TBC1 domain family member 25,144.4483301,0.345240954,0.223046878,1.547840329,0.121660744,0.469878913
LOC409930,protein_coding,409930,"putative ATP synthase subunit f, mitochondrial",1073.842174,0.440395736,0.28456946,1.547586083,0.121721984,0.469907234
Ho,protein_coding,494506,heme oxygenase,18.39433662,-0.961588912,0.62151243,-1.547175673,0.12182089,0.470080877
LOC411307,protein_coding,411307,mitochondrial enolase superfamily member 1,206.2383977,0.766666432,0.495782429,1.546376771,0.122013601,0.470616176
LOC724175,protein_coding,724175,probable cytochrome P450 304a1,888.6823813,0.458186694,0.296436046,1.545651077,0.122188859,0.470667379
LOC413389,protein_coding,413389,dual specificity mitogen-activated protein kinase kinase hemipterous,150.7339514,0.364407064,0.235730167,1.545865207,0.122137125,0.470667379
LOC726016,protein_coding,726016,chromosome transmission fidelity protein 8 homolog,15.89515317,-1.191136137,0.770483973,-1.545958358,0.122114625,0.470667379
LOC410269,protein_coding,410269,probable multidrug resistance-associated protein lethal(2)03659,612.8475501,0.48601075,0.314606454,1.544821298,0.122389494,0.470789321
LOC551305,protein_coding,551305,protein CLP1 homolog,132.2024558,0.466319308,0.301931731,1.544452801,0.122478677,0.470789321
LOC727534,protein_coding,727534,"ADP-ribose pyrophosphatase, mitochondrial",80.8645928,0.405844646,0.262710381,1.544836729,0.122385761,0.470789321
LOC726139,protein_coding,726139,tubulin-folding cofactor B,81.97604716,-0.408721845,0.264560713,-1.54490756,0.122368625,0.470789321
LOC724281,protein_coding,724281,probable serine/threonine-protein kinase mps1,6.587280313,-1.668033973,1.080050467,-1.544403733,0.122490556,0.470789321
LOC551360,protein_coding,551360,transcription factor Ken,22.73617324,-0.723084813,0.468377796,-1.543806773,0.12263515,0.471137331
Pet117,protein_coding,726644,cytochrome c oxidase assembly factor-like,59.20961992,0.489654413,0.317228663,1.543537736,0.122700359,0.471180188
LOC725931,protein_coding,725931,multiple inositol polyphosphate phosphatase 1,22.78496426,-0.721408567,0.467570122,-1.542888507,0.12285783,0.471577148
LOC552619,protein_coding,552619,homeobox protein onecut,14.23815959,1.278925411,0.829220659,1.542322176,0.122995323,0.471615675
Nipped-B,protein_coding,724978,nipped-B protein,142.2753449,-0.445160357,0.288595462,-1.542506437,0.122950575,0.471615675
LOC408662,protein_coding,408662,WD repeat-containing protein 19,80.20175315,-0.450822802,0.292328511,-1.542178694,0.123030176,0.471615675
Mir6060,miRNA,104794352,microRNA 6060,62.07986751,0.997566978,0.647460631,1.540737661,0.123380647,0.471988174
Rps14,protein_coding,725168,ribosomal protein S14,2568.986174,0.474509897,0.30803455,1.54044375,0.123452224,0.471988174
LOC552657,protein_coding,552657,phosphoribosylformylglycinamidine synthase,264.7592595,0.424352839,0.275390576,1.540912709,0.123338032,0.471988174
LOC413409,protein_coding,413409,cytoplasmic dynein 1 intermediate chain,420.272404,0.295569183,0.191844181,1.540673172,0.123396349,0.471988174
LOC726158,protein_coding,726158,glutathione hydrolase 1 proenzyme,211.9920101,-0.490162922,0.318082076,-1.540995105,0.123317977,0.471988174
LOC725408,protein_coding,725408,TSC22 domain family protein 1,16.18474536,-1.029269351,0.668130909,-1.540520483,0.123433534,0.471988174
LOC726653,protein_coding,726653,mitochondrial import inner membrane translocase subunit TIM14,149.9301615,0.416764434,0.270594288,1.540181936,0.123516012,0.472025022
LOC551607,protein_coding,551607,DNA-directed RNA polymerase II subunit RPB11,63.84180007,0.47628615,0.309524273,1.538768337,0.123860862,0.473135467
LOC410828,protein_coding,410828,"tryptophan 2,3-dioxygenase",168.5234606,-0.633566823,0.412010977,-1.537742582,0.124111568,0.473885473
LOC550895,protein_coding,550895,general transcription factor IIH subunit 1,60.73274097,0.491069777,0.31969443,1.536059846,0.124523703,0.474244412
LOC551727,protein_coding,551727,SUZ domain-containing protein 1,60.11185534,0.456111827,0.296847169,1.536520722,0.12441072,0.474244412
LOC411095,protein_coding,411095,zinc transporter 7,151.224077,0.446125253,0.290388844,1.536303003,0.124464083,0.474244412
LOC102654867,protein_coding,102654867,collagen alpha-2(IV) chain-like,583.6191327,-0.768938162,0.500526121,-1.536259805,0.124474673,0.474244412
LOC409981,protein_coding,409981,titin,10.70534457,-1.309319111,0.852406863,-1.536026008,0.124532002,0.474244412
LOC411213,protein_coding,411213,discoidin domain-containing receptor 2,5.364486774,-1.620214001,1.054153326,-1.53698135,0.124297877,0.474244412
LOC102654353,protein_coding,102654353,"alpha-(1,3)-fucosyltransferase C",159.062456,0.779457366,0.50764514,1.535437465,0.124676407,0.474500985
LOC552343,protein_coding,552343,"electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial",596.8888612,0.379901699,0.247575376,1.534489029,0.12490939,0.474500985
LOC409258,protein_coding,409258,eukaryotic translation initiation factor 3 subunit I,255.8677389,0.296169588,0.192987139,1.534659715,0.124867436,0.474500985
LOC409739,protein_coding,409739,motile sperm domain-containing protein 2,240.1853665,-0.307327829,0.200273903,-1.53453757,0.124897458,0.474500985
LOC726348,protein_coding,726348,peroxisome assembly factor 2,84.56579731,-0.443316683,0.288798477,-1.535038158,0.124774455,0.474500985
LOC411285,protein_coding,411285,muscle LIM protein Mlp84B,1525.988917,-0.72536671,0.472729746,-1.53442155,0.124925979,0.474500985
LOC724809,protein_coding,724809,WD repeat-containing protein 46,75.96469525,0.422210844,0.275239594,1.533975681,0.125035636,0.474710643
LOC726067,protein_coding,726067,Hermansky-Pudlak syndrome 1 protein homolog,91.88529473,-0.480563678,0.313435221,-1.533215305,0.125222814,0.475214311
LOC726260,protein_coding,726260,uncharacterized LOC726260,119.2351844,-0.679306374,0.443181144,-1.532796202,0.125326077,0.475399221
LOC412310,protein_coding,412310,cilia- and flagella-associated protein 20-like,15.85032308,0.855207251,0.559764927,1.527797133,0.126562914,0.475459651
LOC410547,protein_coding,410547,pre-mRNA-splicing factor Syf2,125.6162753,0.475385654,0.310827793,1.529418103,0.126160827,0.475459651
LOC552123,protein_coding,552123,DDRGK domain-containing protein 1,197.3954723,0.469509687,0.306751525,1.530586316,0.125871666,0.475459651
LOC411024,protein_coding,411024,DDB1- and CUL4-associated factor 13,93.06825666,0.405329286,0.264534215,1.532237656,0.125463799,0.475459651
LOC551174,protein_coding,551174,E3 SUMO-protein ligase PIAS3,110.7356403,0.402543805,0.263446996,1.527987832,0.126515559,0.475459651
LOC550885,protein_coding,550885,nicotinate phosphoribosyltransferase,140.1594016,0.401714179,0.262788557,1.528659328,0.12634892,0.475459651
LOC100576949,protein_coding,100576949,uncharacterized LOC100576949,491.1273379,0.394949589,0.258446888,1.528165392,0.126471479,0.475459651
LOC551633,protein_coding,551633,pleckstrin homology domain-containing family F member 2,218.0338843,0.391481083,0.255890711,1.529876099,0.1260474,0.475459651
LOC408386,protein_coding,408386,eukaryotic translation initiation factor 3 subunit G,411.6172509,0.381910939,0.250066471,1.52723769,0.126701917,0.475459651
LOC551264,protein_coding,551264,upstream stimulatory factor 1,118.5112864,0.368316888,0.240899724,1.528922001,0.126283781,0.475459651
LOC724785,protein_coding,724785,ran-binding protein 3,296.1939966,0.353008157,0.230646748,1.530514349,0.125889464,0.475459651
LOC411923,protein_coding,411923,"alanine--tRNA ligase, cytoplasmic",446.2046725,0.332565644,0.217077742,1.532011716,0.125519544,0.475459651
LOC409965,protein_coding,409965,cyclin-dependent kinase 12,320.5631029,0.324265945,0.212098001,1.52884961,0.126301731,0.475459651
LOC102654555,protein_coding,102654555,leucine-rich repeat-containing protein 59,160.1599794,0.322312901,0.210878983,1.528425906,0.126406827,0.475459651
LOC551947,protein_coding,551947,WD repeat and FYVE domain-containing protein 3,109.4848214,-0.503269787,0.329267165,-1.528454218,0.126399802,0.475459651
LOC411250,protein_coding,411250,DEAD-box ATP-dependent RNA helicase 20,399.5651748,-0.56761206,0.371208385,-1.529092774,0.126241446,0.475459651
LOC100578406,protein_coding,100578406,asparagine-rich zinc finger protein AZF1,35.88305664,-0.600253144,0.393028872,-1.52724949,0.126698984,0.475459651
LOC100576346,protein_coding,100576346,protein PFC0760c,32.19648614,-0.800598471,0.522743963,-1.531530783,0.125638265,0.475459651
LOC408908,protein_coding,408908,anoctamin-8,39.16741865,-0.91958319,0.60149631,-1.528825987,0.126307588,0.475459651
LOC552733,protein_coding,552733,aurora kinase B,21.77918932,-1.035453678,0.677250984,-1.528906864,0.126287534,0.475459651
LOC100577472,protein_coding,100577472,insulin gene enhancer protein ISL-1,29.68047804,-1.057826623,0.691445325,-1.529877467,0.126047062,0.475459651
Per,protein_coding,406112,period circadian protein,6.423579923,-1.221114358,0.79742886,-1.531314478,0.125691689,0.475459651
LOC552477,protein_coding,552477,dipeptidyl aminopeptidase-like protein 6,6.275986774,-1.373199199,0.899147888,-1.52722285,0.126705606,0.475459651
NLG-5,protein_coding,724137,neuroligin 5,3.899313763,-2.137273602,1.399265284,-1.52742559,0.126655217,0.475459651
LOC411298,protein_coding,411298,UDP-glucuronosyltransferase 2C1,15.13468135,-4.604436041,3.008139275,-1.530659195,0.125853644,0.475459651
LOC411822,protein_coding,411822,aldehyde dehydrogenase family 3 member B1,822.3629071,-0.380700996,0.249499835,-1.525856709,0.127045554,0.476120419
LOC408427,protein_coding,408427,piezo-type mechanosensitive ion channel component,929.4544776,-0.606084748,0.397112202,-1.526230485,0.126952474,0.476120419
LOC551963,protein_coding,551963,protein spindle-F,33.31047559,-0.617172548,0.404425897,-1.526046064,0.126998393,0.476120419
