Unnamed: 0,target_id,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq,gene_name,gene_gi,gene_beebase,gene_id,product
797,XM_001121463.5,0.004219215,0.046263132,-0.784992862,0.274349323,9.83818104,0.220382581,0.002286204,0.042111849,0.110615122,0.110615122,LOC725634,LOC725634,GB53298,725634,"PREDICTED: Apis mellifera uncharacterized LOC725634 (LOC725634),"
798,XM_016915335.2,0.004245178,0.046431305,-1.129623857,0.395063958,7.74988271,0.519072598,0.009395448,0.160926528,0.224717849,0.224717849,LOC100576938,LOC100576938,GB51540,100576938,"PREDICTED: Apis mellifera centromere protein L (LOC100576938),"
799,XM_006563102.3,0.004243702,0.046431305,3.856016756,1.348514783,2.699437899,5.66689554,0.501902421,1.005892545,2.22583576,2.22583576,LOC409176,LOC409176,GB45957,409176,"PREDICTED: Apis mellifera pro-resilin (LOC409176), mRNA."
800,XM_006559851.3,0.004255,0.046480559,0.871936632,0.305021071,9.082610496,0.310406838,0.00489246,0.098013529,0.134664321,0.134664321,LOC551279,LOC551279,GB50360,551279,PREDICTED: Apis mellifera zinc finger CCCH domain-containing
801,XM_006568583.3,0.004288421,0.04667062,-0.777534162,0.272233644,9.902170191,0.188310578,0.002003419,0.006675039,0.109163316,0.109163316,LOC724329,LOC724329,GB45828,724329,PREDICTED: Apis mellifera dnaJ homolog subfamily C member 24
802,XM_623546.6,0.00427881,0.04667062,0.764411623,0.267572398,10.09832018,0.222155078,0.002134952,0.056436972,0.10525753,0.10525753,LOC551151,LOC551151,GB47577,551151,PREDICTED: Apis mellifera SAP domain-containing ribonucleoprotein
803,XM_016911957.2,0.004287724,0.04667062,0.831578754,0.291150713,14.84610593,0.225418917,6.97845e-05,0.022382653,0.127083322,0.127083322,LOC107964351,LOC107964351,,107964351,"PREDICTED: Apis mellifera 60S ribosomal protein L7 (LOC107964351),"
804,XM_623778.6,0.004331052,0.047075945,0.718730896,0.251922327,11.13893097,0.173345627,0.001155245,0.021811501,0.094042043,0.094042043,LOC551383,LOC551383,GB54837,551383,"PREDICTED: Apis mellifera protein MAK16 homolog A (LOC551383),"
805,NM_001178028.1,0.00436635,0.047400659,1.548465096,0.543243757,9.750184945,1.073459782,0.00290913,0.43976154,0.112747754,0.43976154,GstD1,GstD1,GB50265,409490,"Apis mellifera glutathione S-transferase D1 (GstD1), mRNA."
806,XM_026439227.1,0.004374153,0.047426458,-1.390557628,0.487942731,7.998707275,0.865800885,0.011963655,0.345168507,0.202070718,0.345168507,LOC411766,LOC411766,GB55573,411766,PREDICTED: Apis mellifera beta-alanine-activating enzyme
807,XM_026444401.1,0.004393313,0.047575167,-1.210926602,0.425118132,9.09032837,0.656773482,0.004326013,0.266762127,0.134344529,0.266762127,LOC551094,LOC551094,GB48850,551094,PREDICTED: Apis mellifera fatty-acid amide hydrolase 2-B
808,XM_003250432.4,0.004399257,0.047580582,-0.867412975,0.304567344,10.1895057,0.337035101,0.001802196,0.137339705,0.103697008,0.137339705,LOC100576140,LOC100576140,GB54223,100576140,PREDICTED: Apis mellifera uncharacterized LOC100576140
809,XM_006566537.3,0.004443232,0.04799679,1.151088421,0.404621809,7.708538393,0.545305727,0.016843891,0.16791156,0.228734321,0.228734321,LOC100577687,LOC100577687,GB45202,100577687,PREDICTED: Apis mellifera nucleoporin-like protein 2
810,XM_395905.6,0.004459081,0.048108532,-1.147454878,0.403505479,9.37140348,0.590375815,0.003205608,0.2410194,0.123848379,0.2410194,LOC412448,LOC412448,GB42924,412448,"PREDICTED: Apis mellifera zinc transporter ZIP1 (LOC412448), mRNA."
811,XM_393319.7,0.004468507,0.048150781,-2.215147316,0.779146667,4.933203286,2.200546724,0.110738008,0.799866285,0.770090398,0.799866285,LOC409829,LOC409829,GB50694,409829,"PREDICTED: Apis mellifera F-box/LRR-repeat protein 20 (LOC409829),"
812,XM_001122573.5,0.00448137,0.048170599,1.474511572,0.518805749,7.708407696,0.975246599,0.01391315,0.389825958,0.22874712,0.389825958,LOC726857,LOC726857,GB46900,726857,PREDICTED: Apis mellifera MORN repeat-containing protein 3
813,XR_412329.3,0.004476417,0.048170599,-2.042580191,0.718591106,5.139800718,1.38647215,0.07556151,0.092978488,0.698998256,0.698998256,LOC102656302,LOC102656302,,102656302,PREDICTED: Apis mellifera uncharacterized LOC102656302
814,XM_006565255.3,0.004491402,0.048186092,0.71884643,0.252989016,10.99484209,0.178915072,0.001061585,0.028804684,0.094943579,0.094943579,LOC411510,LOC411510,GB49307,411510,PREDICTED: Apis mellifera DNA-directed RNA polymerases I and III
815,XM_003250059.4,0.00449384,0.048186092,-1.057918559,0.372343886,8.028752176,0.472273566,0.008427492,0.162217587,0.199532463,0.199532463,LOC100578875,LOC100578875,GB46027,100578875,"PREDICTED: Apis mellifera beta-1,4-mannosyl-glycoprotein"
816,XM_026441691.1,0.004516179,0.04836628,-0.955854504,0.336608907,8.531429602,0.334069782,0.006159938,0.068805603,0.163798397,0.163798397,LOC113218895,LOC113218895,,113218895,PREDICTED: Apis mellifera glutamyl-tRNA(Gln) amidotransferase
817,XM_393330.7,0.00455099,0.048679439,0.931188158,0.32820577,8.673008061,0.300886876,0.006294492,0.044647334,0.155284049,0.155284049,LOC409839,LOC409839,GB44890,409839,PREDICTED: Apis mellifera regulator of nonsense transcripts 1
818,XM_006558996.3,0.00459162,0.04893435,0.929002624,0.327763408,8.669621618,0.316098912,0.005662489,0.065818947,0.155480788,0.155480788,LOC409323,LOC409323,GB55146,409323,"PREDICTED: Apis mellifera uncharacterized LOC409323 (LOC409323),"
819,XM_026444384.1,0.004590601,0.04893435,1.129333717,0.398432685,8.159003403,0.573116719,0.0094525,0.228670407,0.189068346,0.228670407,LOC552718,LOC552718,GB49388,552718,"PREDICTED: Apis mellifera protein son of sevenless (LOC552718),"
820,XM_026440411.1,0.004586466,0.04893435,1.374383066,0.484837649,7.061330526,0.848759699,0.020263083,0.332338236,0.299060829,0.332338236,LOC413638,LOC413638,GB49525,413638,"PREDICTED: Apis mellifera RNA-binding protein fusilli (LOC413638),"
821,XM_395694.6,0.004665864,0.049665022,-0.707094786,0.249923897,12.57495664,0.181250661,0.000334122,0.038735566,0.09335881,0.09335881,LOC412232,LOC412232,GB44541,412232,"PREDICTED: Apis mellifera dipeptidyl peptidase 3 (LOC412232), mRNA."
822,XM_623645.6,0.004688563,0.049845931,2.189452162,0.774290866,7.492561543,2.157541845,0.028359981,0.870929537,0.250638562,0.870929537,LOC551254,LOC551254,GB50857,551254,PREDICTED: Apis mellifera CDK5 and ABL1 enzyme substrate 2
823,XM_006561629.3,0.004708986,0.050002225,0.719847553,0.254696531,10.84437173,0.230152419,0.001250447,0.092122389,0.096055037,0.096055037,LOC411371,LOC411371,GB42786,411371,PREDICTED: Apis mellifera microtubule-associated protein RP/EB
824,XM_393301.6,0.004719691,0.050055068,-0.96510221,0.341560456,8.460161739,0.396902445,0.006714825,0.140129878,0.168280493,0.168280493,LOC409810,LOC409810,GB48596,409810,PREDICTED: Apis mellifera anaphase-promoting complex subunit 4
825,XM_026439175.1,0.004733271,0.050077547,-0.79819202,0.282581143,9.589474035,0.212084187,0.002715149,0.023473647,0.117063004,0.117063004,LOC726570,LOC726570,GB55456,726570,"PREDICTED: Apis mellifera CWF19-like protein 2 (LOC726570), mRNA."
826,XM_026440443.1,0.004732165,0.050077547,-1.111357535,0.393439611,7.767860633,0.413397695,0.009200181,0.044378599,0.222991911,0.222991911,LOC409051,LOC409051,GB46564,409051,"PREDICTED: Apis mellifera ankyrin-3 (LOC409051), transcript variant"
827,XM_006570642.3,0.004750786,0.050202076,-2.022325664,0.716257098,5.627232701,1.842569404,0.051002182,0.718534164,0.557582058,0.718534164,LOC411910,LOC411910,GB55264,411910,"PREDICTED: Apis mellifera homeobox protein 2-like (LOC411910),"
828,XM_001119908.5,0.004766259,0.050244072,1.833550967,0.649637697,5.63821628,1.515007708,0.068958083,0.564085623,0.554775753,0.564085623,LOC724152,LOC724152,GB52652,724152,"PREDICTED: Apis mellifera uncharacterized LOC724152 (LOC724152),"
829,XM_006570500.3,0.004765514,0.050244072,1.530410174,0.542223537,6.406689415,0.906935561,0.047444359,0.207916855,0.393565187,0.393565187,LOC408876,LOC408876,GB43401,408876,"PREDICTED: Apis mellifera MOB kinase activator-like 2 (LOC408876),"
830,XR_003305179.1,0.004796529,0.050502249,-2.269862742,0.804804514,4.691144007,1.738125765,0.108400687,0.132152695,0.863164773,0.863164773,LOC107964813,LOC107964813,,107964813,PREDICTED: Apis mellifera uncharacterized LOC107964813
831,XR_001703732.2,0.004807354,0.050555314,-1.762121455,0.624939605,7.218358202,1.400181019,0.016366902,0.569457363,0.280421398,0.569457363,LOC107964751,LOC107964751,,107964751,PREDICTED: Apis mellifera uncharacterized LOC107964751
832,XM_001122245.3,0.004823659,0.050604993,-1.676039353,0.59463963,7.225663251,1.267047922,0.015657545,0.514736891,0.279585342,0.514736891,LOC726513,LOC726513,GB41827,726513,PREDICTED: Apis mellifera ATP-binding cassette sub-family G member
833,XM_397468.7,0.004818105,0.050604993,3.675135736,1.303725139,2.769716305,5.189654253,0.396590383,1.025493928,2.152958475,2.152958475,LOC414032,LOC414032,GB48675,414032,PREDICTED: Apis mellifera tubulin polyglutamylase TTLL5
834,XM_026444170.1,0.0048368,0.050621315,1.710491556,0.607051006,8.833333455,1.319947516,0.007725992,0.545040393,0.146419695,0.545040393,LOC410398,LOC410398,GB52056,410398,PREDICTED: Apis mellifera insulin-like growth factor 2 mRNA-binding
835,XM_624295.6,0.004832094,0.050621315,4.004886161,1.421170715,9.385024,7.235405391,0.016008913,3.013580388,0.123391451,3.013580388,LOC551910,LOC551910,GB46096,551910,PREDICTED: Apis mellifera farnesyl pyrophosphate synthase
836,XM_003250428.4,0.004877809,0.050989444,1.258182618,0.446957423,8.531704686,0.714632175,0.006876439,0.292779968,0.163781325,0.292779968,LOC100578852,LOC100578852,GB54242,100578852,PREDICTED: Apis mellifera ribonucleases P/MRP protein subunit POP1
837,XM_016916299.2,0.004900345,0.051163822,-0.883655308,0.314075468,8.897011485,0.346111415,0.004799127,0.135022628,0.143165972,0.143165972,LOC724157,LOC724157,GB49019,724157,"PREDICTED: Apis mellifera uncharacterized LOC724157 (LOC724157),"
838,XM_006566265.3,0.004907191,0.051174154,-0.783420367,0.278493633,9.702751681,0.251153942,0.002374256,0.081412869,0.113963799,0.113963799,LOC725689,LOC725689,GB45094,725689,"PREDICTED: Apis mellifera golgin subfamily A member 4 (LOC725689),"
839,XM_395812.6,0.004927063,0.051259051,-0.783731651,0.278733077,9.698253103,0.256774103,0.002456598,0.088172793,0.114081594,0.114081594,LOC412351,LOC412351,GB40239,412351,PREDICTED: Apis mellifera E3 ubiquitin-protein ligase TM129
840,XM_394667.6,0.004922123,0.051259051,0.762020265,0.270980357,9.963334086,0.211616222,0.00228613,0.044481066,0.107859401,0.107859401,LOC411193,LOC411193,GB48127,411193,PREDICTED: Apis mellifera nuclear transcription factor Y subunit
841,NM_001270824.1,0.00494805,0.051416183,0.849500001,0.302270516,14.32084938,0.326136034,0.000137305,0.136913893,0.114540298,0.136913893,CPR12,CPR12,,725256,"Apis mellifera cuticular protein 12 (CPR12), mRNA."
842,XR_001704609.2,0.004999367,0.051828843,1.368245294,0.487427491,6.812420572,0.670366653,0.024886299,0.111036324,0.33149204,0.33149204,LOC107965107,LOC107965107,,107965107,PREDICTED: Apis mellifera uncharacterized LOC107965107
843,XM_026444630.1,0.005005131,0.051828843,-0.725404972,0.258454448,10.56319053,0.200824902,0.001514434,0.052187053,0.098683619,0.098683619,LOC727118,LOC727118,GB47901,727118,"PREDICTED: Apis mellifera cytochrome P450 302a1, mitochondrial"
844,XM_006564177.3,0.005005555,0.051828843,-0.965529986,0.344011906,8.419756328,0.356260927,0.006647253,0.089085848,0.170869034,0.170869034,LOC413691,LOC413691,GB42037,413691,"PREDICTED: Apis mellifera condensin complex subunit 3 (LOC413691),"
845,XM_395330.6,0.005046956,0.052195679,-0.908145923,0.323872683,10.80752236,0.373290923,0.00114488,0.156195392,0.096355411,0.156195392,LOC411863,LOC411863,GB44894,411863,PREDICTED: Apis mellifera dehydrogenase/reductase SDR family member
846,XM_393921.7,0.0050713,0.052385455,0.968151815,0.345463813,8.422005339,0.412858305,0.008293721,0.156284933,0.170724148,0.170724148,LOC410441,LOC410441,GB40151,410441,PREDICTED: Apis mellifera secretory carrier-associated membrane
847,XM_026443589.1,0.005080637,0.052419935,1.870120283,0.667452863,5.534019182,1.288031418,0.086209311,0.212323759,0.582030674,0.582030674,LOC107965250,LOC107965250,,107965250,PREDICTED: Apis mellifera 7SK snRNA methylphosphate capping enzyme
848,XM_006568151.3,0.005121061,0.052774708,-0.898524762,0.320979834,8.765268081,0.294838956,0.004471062,0.061322602,0.150071019,0.150071019,LOC102655971,LOC102655971,,102655971,PREDICTED: Apis mellifera 5'-nucleotidase domain-containing protein
849,XM_394882.7,0.005136666,0.052873173,-0.726000049,0.25943992,10.47721954,0.223347164,0.001300321,0.080230107,0.099663287,0.099663287,LOC411408,LOC411408,GB40727,411408,PREDICTED: Apis mellifera CDP-diacylglycerol--inositol
850,XM_396099.6,0.005163971,0.053091696,-1.126048674,0.402645823,7.935069237,0.574944075,0.010937478,0.232248009,0.207593884,0.232248009,LOC412644,LOC412644,GB40872,412644,"PREDICTED: Apis mellifera josephin-2 (LOC412644), transcript"
851,XM_396791.5,0.005250605,0.053564987,3.925827748,1.406480158,2.179036462,6.975271434,0.122155005,2.817387974,2.845124649,2.845124649,LOC413346,LOC413346,GB40838,413346,"PREDICTED: Apis mellifera endoglucanase E-4 (LOC413346), mRNA."
852,XM_026441321.1,0.005225689,0.053564987,-0.967212949,0.346325967,10.29374283,0.424580277,0.001833169,0.178079345,0.102089016,0.178079345,LOC100577648,LOC100577648,GB51581,100577648,PREDICTED: Apis mellifera uncharacterized LOC100577648
853,XM_006571997.3,0.00525027,0.053564987,-1.030258335,0.369101054,8.063259928,0.41321511,0.007679706,0.110802093,0.196673677,0.196673677,LOC412536,LOC412536,GB46970,412536,"PREDICTED: Apis mellifera leukocyte elastase inhibitor (LOC412536),"
854,XM_624973.5,0.005252912,0.053564987,0.710494216,0.254556992,10.88898756,0.182312891,0.001492051,0.037098301,0.095706842,0.095706842,LOC552599,LOC552599,GB46544,552599,PREDICTED: Apis mellifera DNA-directed RNA polymerase II subunit
855,XM_026439656.1,0.005233769,0.053564987,0.909483032,0.325713154,8.817699865,0.375454686,0.005214821,0.153918767,0.147242913,0.153918767,LOC102654488,LOC102654488,,102654488,"PREDICTED: Apis mellifera mpv17-like protein (LOC102654488), mRNA."
856,XM_026439678.1,0.005247251,0.053564987,0.693999755,0.248616246,11.72046735,0.177732881,0.000749182,0.040803546,0.091965874,0.091965874,LOC724628,LOC724628,GB51484,724628,"PREDICTED: Apis mellifera protein mago nashi homolog (LOC724628),"
857,XM_026440202.1,0.005232166,0.053564987,-1.063133987,0.380726654,7.935248991,0.49339314,0.009851169,0.183045054,0.207578009,0.207578009,LOC113218730,LOC113218730,,113218730,"PREDICTED: Apis mellifera myb-like protein D (LOC113218730), mRNA."
858,XM_026438851.1,0.005284727,0.053826612,-1.061377869,0.380538688,12.04115317,0.511728526,0.000443975,0.216770565,0.091868134,0.216770565,LOC552364,LOC552364,GB54623,552364,"PREDICTED: Apis mellifera gephyrin (LOC552364), transcript variant"
859,XM_623363.5,0.005312719,0.054048723,0.7263613,0.260584167,12.07787437,0.239765152,0.000472158,0.101384005,0.091904166,0.101384005,LOC550968,LOC550968,GB46339,550968,"PREDICTED: Apis mellifera heat shock protein 75 kDa, mitochondrial"
860,NM_001242656.1,0.005398541,0.054854018,0.84015511,0.301970953,15.17080324,0.261427,6.3968e-05,0.062022053,0.136715716,0.136715716,ATPsynC,ATPsynC,,409148,"Apis mellifera ATP synthase, subunit C (ATPsynC), transcript"
861,XM_393531.7,0.005404429,0.054854018,-1.012587722,0.363993464,8.132477614,0.39908807,0.00761044,0.106749437,0.191126423,0.191126423,LOC410045,LOC410045,GB55793,410045,PREDICTED: Apis mellifera serine/threonine-protein phosphatase 4
862,XM_026445515.1,0.005434018,0.055090354,-0.928264235,0.333894567,10.19950369,0.392285046,0.001673733,0.16555464,0.103534896,0.16555464,LOC726067,LOC726067,GB47076,726067,PREDICTED: Apis mellifera Hermansky-Pudlak syndrome 1 protein
863,XM_625102.6,0.005460421,0.055293877,0.949920233,0.341877777,11.99454145,0.410961033,0.000554324,0.174766298,0.091836398,0.174766298,LOC552727,LOC552727,GB52986,552727,PREDICTED: Apis mellifera mitochondrial import inner membrane
864,NM_001242983.1,0.00547261,0.055353165,-0.841037849,0.302769782,9.426074726,0.322206848,0.003355703,0.134148608,0.122041689,0.134148608,SPG11,SPG11,GB52417,726567,"Apis mellifera spatacsin (SPG11), mRNA."
865,XM_391916.7,0.005502051,0.055522427,0.998066435,0.359525065,9.718124045,0.45395091,0.003611294,0.190276115,0.113564513,0.190276115,LOC408367,LOC408367,GB45153,408367,PREDICTED: Apis mellifera NADH dehydrogenase [ubiquinone]
866,XM_393894.7,0.005497731,0.055522427,1.594785317,0.574423247,6.121824372,1.158956543,0.047458429,0.447484671,0.445669589,0.447484671,LOC410414,LOC410414,GB48261,410414,PREDICTED: Apis mellifera 116 kDa U5 small nuclear
867,XM_006562361.3,0.005527891,0.055718844,-1.156399929,0.416788965,7.780705005,0.609633888,0.01030271,0.250266852,0.221766692,0.250266852,LOC412431,LOC412431,GB54610,412431,"PREDICTED: Apis mellifera thiamine transporter 2 (LOC412431), mRNA."
868,XM_006565201.1,0.005580727,0.056121952,0.865622994,0.312335799,15.44873883,0.250036484,5.67318e-05,0.031500185,0.146273746,0.146273746,LOC413296,LOC413296,GB49377,413296,"PREDICTED: Apis mellifera 40S ribosomal protein S3a (LOC413296),"
869,XM_006562343.3,0.005578927,0.056121952,1.364994842,0.492501466,11.75845647,0.850032509,0.001087758,0.362748783,0.091915689,0.362748783,LOC412602,LOC412602,GB54590,412602,PREDICTED: Apis mellifera polyadenylate-binding protein 1
870,XM_026441651.1,0.00562665,0.056518729,0.729362504,0.26342372,10.29058069,0.21094043,0.001952886,0.062234029,0.102135199,0.102135199,LOC727227,LOC727227,GB44307,727227,PREDICTED: Apis mellifera epidermal growth factor receptor
871,XR_001702146.2,0.005633845,0.056526026,2.985326519,1.078372002,4.538721238,4.069115737,0.221875715,1.522453546,0.927720191,1.522453546,LOC102656852,LOC102656852,,102656852,PREDICTED: Apis mellifera uncharacterized LOC102656852
872,XM_392446.7,0.00565301,0.056588377,-0.687867325,0.248573667,12.26167615,0.171331276,0.000452137,0.036276412,0.092231165,0.092231165,LOC408918,LOC408918,GB44206,408918,"PREDICTED: Apis mellifera death-associated protein 1 (LOC408918),"
873,XM_026441715.1,0.005647721,0.056588377,-0.694787851,0.25104685,11.22723428,0.199968021,0.000970012,0.067966206,0.09356677,0.09356677,LOC552104,LOC552104,GB42457,552104,PREDICTED: Apis mellifera bifunctional coenzyme A synthase
874,XM_026444017.1,0.005669784,0.05669135,-1.306141294,0.472163298,8.949961136,0.77932734,0.004276033,0.330131238,0.140586883,0.330131238,LOC551449,LOC551449,GB43157,551449,PREDICTED: Apis mellifera tyrosine-protein phosphatase non-receptor
875,XR_003304452.1,0.005692208,0.056785626,-0.909411604,0.328900637,9.198256568,0.377919595,0.005418034,0.15684541,0.130065969,0.15684541,LOC113218673,LOC113218673,,113218673,PREDICTED: Apis mellifera uncharacterized LOC113218673
876,XM_395633.7,0.005690306,0.056785626,-0.718543772,0.259860536,10.47229353,0.208071402,0.001568976,0.064905844,0.099722272,0.099722272,LOC412170,LOC412170,GB41486,412170,PREDICTED: Apis mellifera putative neutral sphingomyelinase
877,XM_006558333.2,0.005741449,0.057146377,-1.080789794,0.391279573,7.800435924,0.391765731,0.009751921,0.041915277,0.219897636,0.219897636,LOC413369,LOC413369,GB40203,413369,"PREDICTED: Apis mellifera uncharacterized LOC413369 (LOC413369),"
878,XM_003249659.4,0.005739037,0.057146377,-0.787947374,0.28524733,9.531136337,0.213321651,0.003279207,0.030549957,0.118769852,0.118769852,LOC551257,LOC551257,GB49588,551257,PREDICTED: Apis mellifera microtubule-associated protein Jupiter
879,XM_006557757.3,0.005751746,0.057183743,-0.956622054,0.346400358,8.386262707,0.402862043,0.006952781,0.153452615,0.173037031,0.173037031,LOC100576709,LOC100576709,GB54320,100576709,PREDICTED: Apis mellifera mitogen-activated protein kinase-binding
880,XM_392583.7,0.005793171,0.057530141,1.552936598,0.56280827,8.174119344,1.103587401,0.011344737,0.463784986,0.18791264,0.463784986,LOC409057,LOC409057,GB54605,409057,"PREDICTED: Apis mellifera uncharacterized LOC409057 (LOC409057),"
881,XM_006570898.2,0.005818909,0.057720138,0.996997283,0.361517076,8.178590727,0.391874671,0.008468721,0.108623274,0.187573173,0.187573173,LOC100578161,LOC100578161,GB45429,100578161,PREDICTED: Apis mellifera apoptotic chromatin condensation inducer
882,XM_006570295.3,0.005827478,0.0577396,0.866402553,0.314217473,8.886792849,0.244091206,0.004421804,0.019197186,0.143677127,0.143677127,LOC100578159,LOC100578159,,100578159,PREDICTED: Apis mellifera zinc finger matrin-type protein CG9776
883,XM_396062.7,0.005861274,0.058008693,0.890205759,0.323071755,8.757968207,0.274622907,0.006090283,0.04001349,0.150472756,0.150472756,LOC412607,LOC412607,GB48339,412607,"PREDICTED: Apis mellifera uncharacterized LOC412607 (LOC412607),"
884,XM_026443104.1,0.005889449,0.058221598,-1.257893088,0.456772248,7.084540364,0.562750335,0.016738618,0.093338668,0.296222712,0.296222712,LOC413504,LOC413504,GB51134,413504,PREDICTED: Apis mellifera serine/threonine-protein kinase mig-15
885,XM_026441626.1,0.005908708,0.05834599,1.701450469,0.618078825,7.668534402,1.326905831,0.01711856,0.555913591,0.232680386,0.555913591,LOC413433,LOC413433,GB44353,413433,"PREDICTED: Apis mellifera protein lingerer (LOC413433), transcript"
886,XM_006561423.3,0.00591852,0.058376913,4.106048063,1.491881394,1.972712488,6.77575288,0.204435037,1.942894552,3.134130103,3.134130103,LOC409633,LOC409633,GB54525,409633,PREDICTED: Apis mellifera ras-related and estrogen-regulated growth
887,XM_623058.6,0.005936372,0.058486987,1.293232492,0.470048371,8.389818019,0.766869648,0.010274555,0.321143651,0.172806025,0.321143651,LOC550663,LOC550663,GB55382,550663,PREDICTED: Apis mellifera putative oxidoreductase GLYR1 homolog
888,XM_003251072.3,0.005953886,0.058593484,-0.701381866,0.255019181,10.81003609,0.216021194,0.001217635,0.084332662,0.09633454,0.09633454,LOC726310,LOC726310,GB44436,726310,PREDICTED: Apis mellifera GPI ethanolamine phosphate transferase 1
889,XM_003249314.4,0.005976467,0.058749544,1.840798996,0.669607966,8.083960008,1.554612077,0.011945065,0.660617178,0.194988285,0.660617178,LOC100577680,LOC100577680,GB51419,100577680,PREDICTED: Apis mellifera uncharacterized LOC100577680
890,XM_026444776.1,0.005988753,0.058804168,-1.5669179,0.570120745,6.08831575,0.939841932,0.03521107,0.218879456,0.452345426,0.452345426,LOC726456,LOC726456,GB50690,726456,"PREDICTED: Apis mellifera unconventional myosin-Va (LOC726456),"
891,XM_026442386.1,0.005998354,0.05883234,-1.270334076,0.462297507,7.123451162,0.740587381,0.015457485,0.305120992,0.291530759,0.305120992,LOC102655689,LOC102655689,,102655689,PREDICTED: Apis mellifera uncharacterized LOC102655689
892,XM_623601.5,0.006019617,0.058934129,-0.824900789,0.300323118,9.155999843,0.253015427,0.003588103,0.057508188,0.131702861,0.131702861,LOC551206,LOC551206,GB49728,551206,"PREDICTED: Apis mellifera uncharacterized LOC551206 (LOC551206),"
893,XM_397501.6,0.006028963,0.058934129,4.662802399,1.697909489,1.331401199,7.050275354,0.101306731,0.558390134,4.22303822,4.22303822,LOC408473,LOC408473,GB52757,408473,"PREDICTED: Apis mellifera uncharacterized LOC408473 (LOC408473),"
894,XM_016913089.2,0.006024963,0.058934129,1.378469492,0.501915083,7.246288444,0.872355943,0.01721953,0.360658595,0.277239081,0.360658595,LOC100576146,LOC100576146,GB40271,100576146,"PREDICTED: Apis mellifera aladin (LOC100576146), mRNA."
895,XM_026440890.1,0.006064515,0.059215416,-0.750568251,0.273503531,12.07938441,0.258770828,0.000465355,0.111740917,0.091905856,0.111740917,LOC413012,LOC413012,GB45735,413012,PREDICTED: Apis mellifera EH domain-containing protein 3
896,XM_016916846.2,0.006083954,0.059338924,0.690045207,0.251545522,11.17467881,0.17010481,0.001070105,0.033000012,0.09384262,0.09384262,LOC409355,LOC409355,GB49471,409355,"PREDICTED: Apis mellifera glutaredoxin 3 (LOC409355), mRNA."
897,XM_026445948.1,0.006188969,0.060161731,-1.396287708,0.510041186,6.929132169,0.886780112,0.074398735,0.302969143,0.315814282,0.315814282,LOC102654368,LOC102654368,,102654368,PREDICTED: Apis mellifera lactosylceramide
898,XM_016914269.2,0.00617529,0.060161731,-0.942560126,0.34421039,10.26153329,0.408702828,0.001945071,0.175776117,0.10256686,0.175776117,LOC410207,LOC410207,GB50971,410207,PREDICTED: Apis mellifera dihydropyrimidine dehydrogenase [NADP(+)]
899,XM_001122640.5,0.006185673,0.060161731,0.786741759,0.287365579,9.475490272,0.219496965,0.003397935,0.038862298,0.120470528,0.120470528,LOC726923,LOC726923,GB46619,726923,PREDICTED: Apis mellifera DNA polymerase epsilon subunit 3
900,XM_001121043.5,0.006203581,0.060169915,1.226780092,0.44824983,7.215980717,0.529602438,0.020697792,0.076934233,0.280694073,0.280694073,LOC725165,LOC725165,GB52489,725165,"PREDICTED: Apis mellifera aquaporin AQPAe.a (LOC725165), transcript"
901,XM_625162.6,0.006198882,0.060169915,1.748186421,0.638706896,6.921927639,1.406382527,0.032845794,0.579073955,0.31675718,0.579073955,LOC552787,LOC552787,GB45693,552787,"PREDICTED: Apis mellifera DNA topoisomerase 3-beta-1 (LOC552787),"
902,XM_006571708.3,0.006213085,0.060195283,-3.458837083,1.264047659,3.069538797,3.681019144,0.529372216,-0.414431024,1.86735251,1.86735251,LOC102654257,LOC102654257,,102654257,PREDICTED: Apis mellifera uncharacterized LOC102654257
903,XM_624166.5,0.006257188,0.060488458,0.793637508,0.29028541,10.80418107,0.290076891,0.00124392,0.125154509,0.096383241,0.125154509,LOC551781,LOC551781,GB41902,551781,PREDICTED: Apis mellifera pre-rRNA-processing protein TSR1 homolog
904,XM_006561740.3,0.006254559,0.060488458,4.647097,1.699662866,1.3235485,7.010358889,0.094902569,0.569729596,4.238378218,4.238378218,LOC411336,LOC411336,GB42647,411336,"PREDICTED: Apis mellifera uncharacterized LOC411336 (LOC411336),"
905,XM_392212.7,0.006269956,0.06054491,0.69772006,0.255264767,12.1651779,0.224236106,0.000545259,0.097194893,0.092028942,0.097194893,LOC408675,LOC408675,GB55595,408675,"PREDICTED: Apis mellifera probable 39S ribosomal protein L24,"
906,XM_006561950.3,0.006277474,0.060550604,0.687070784,0.251404974,11.15170819,0.21566483,0.000837027,0.091719162,0.093969664,0.093969664,LOC412511,LOC412511,GB53180,412511,"PREDICTED: Apis mellifera importin subunit alpha-3 (LOC412511),"
907,XM_026440023.1,0.006288532,0.060590385,0.834594436,0.305449912,9.067557572,0.254884905,0.004653382,0.052747297,0.135296091,0.135296091,LOC408792,LOC408792,GB44175,408792,"PREDICTED: Apis mellifera protein 4.1 homolog (LOC408792),"
908,XM_623057.6,0.006315992,0.060787948,0.689078214,0.252325593,11.0777143,0.199953154,0.001096454,0.070784194,0.094405854,0.094405854,LOC410806,LOC410806,GB55506,410806,"PREDICTED: Apis mellifera histidine--tRNA ligase, cytoplasmic"
