target_id,pval,qval,b,se_b,mean_obs,var_obs,tech_var,sigma_sq,smooth_sigma_sq,final_sigma_sq,gene_name,gene_gi,gene_beebase,gene_id,product
XM_016916331.2,0.007929922,0.091230109,0.273536101,0.103025263,9.749231009,0.049353831,0.00250736,0.029335255,0.025613189,0.029335255,LOC100576996,LOC100576996,GB55685,100576996,PREDICTED: Apis mellifera uncharacterized LOC100576996
XM_623179.5,0.008012568,0.091908215,0.18237419,0.068780485,10.91400511,0.016327541,0.001041464,0.006940728,0.013150801,0.013150801,LOC550789,LOC550789,GB54855,550789,PREDICTED: Apis mellifera selenocysteine Se-methyltransferase
XM_623322.5,0.008013049,0.091908215,0.176527757,0.066576073,11.07132547,0.014431818,0.001001461,0.005524924,0.01229566,0.01229566,LOC550926,LOC550926,GB45307,550926,"PREDICTED: Apis mellifera phosphomannomutase (LOC550926),"
XM_016910733.2,0.007998497,0.091908215,-0.548995981,0.207001659,13.33086828,0.199061851,0.000214602,0.128334458,0.012089704,0.128334458,LOC408718,LOC408718,GB43446,408718,PREDICTED: Apis mellifera leukocyte tyrosine kinase receptor
NM_001276427.1,0.008027534,0.09196506,0.238413546,0.089936508,9.976362944,0.029086244,0.002071066,0.012871497,0.022194661,0.022194661,DHRS4,DHRS4,GB48350,412304,Apis mellifera dehydrogenase/reductase (SDR family) member 4
XM_006561129.3,0.008038331,0.09196506,0.253635623,0.095695107,13.77388451,0.042519972,0.000144887,0.027327774,0.013357046,0.027327774,LOC102654426,LOC102654426,,102654426,"PREDICTED: Apis mellifera 60S ribosomal protein L18 (LOC102654426),"
XM_026441052.1,0.008042204,0.09196506,-0.261230521,0.098566664,10.54124577,0.045107797,0.001524114,0.027622048,0.015796085,0.027622048,LOC724169,LOC724169,GB12212,724169,"PREDICTED: Apis mellifera transcription factor kayak (LOC724169),"
XM_006565939.3,0.008094103,0.092465795,0.27007029,0.101985707,9.552082763,0.03426638,0.002714234,0.013097396,0.02848902,0.02848902,LOC102656444,LOC102656444,,102656444,PREDICTED: Apis mellifera protein dopey homolog PFC0245c
XM_006558486.3,0.008126325,0.092740967,-0.330819587,0.124989659,13.95559287,0.072454295,0.000129748,0.046737497,0.013982125,0.046737497,LOC725290,LOC725290,GB48238,725290,PREDICTED: Apis mellifera transcription factor CP2-like protein 1
XM_392683.6,0.008179403,0.093253372,-0.446756283,0.168933231,10.27511831,0.132266056,0.001942243,0.083673067,0.01827301,0.083673067,LOC409159,LOC409159,GB48344,409159,PREDICTED: Apis mellifera G-protein coupled receptor moody
NM_001011565.1,0.008219467,0.093616526,-0.611819993,0.231494029,9.231999089,0.248241425,0.003360129,0.157408327,0.033365611,0.157408327,Oamb,Oamb,,406068,"Apis mellifera Octopamine receptor in mushroom bodies (Oamb), mRNA."
XM_026445188.1,0.008252309,0.093896786,-0.637435926,0.241309624,7.37902007,0.269625793,0.014214529,0.160476475,0.066725933,0.160476475,LOC100576128,LOC100576128,GB52802,100576128,PREDICTED: Apis mellifera cilia- and flagella-associated protein
XM_026445421.1,0.008279514,0.094112406,0.396332921,0.15010032,8.77922889,0.104285685,0.004286418,0.0633039,0.041460901,0.0633039,LOC102656197,LOC102656197,,102656197,PREDICTED: Apis mellifera swi5-dependent recombination DNA repair
XM_624651.6,0.008331017,0.094603506,0.163055697,0.061802112,11.58679272,0.015950147,0.000714391,0.008854623,0.010744112,0.010744112,LOC552275,LOC552275,GB51112,552275,"PREDICTED: Apis mellifera AF4/FMR2 family member 4 (LOC552275),"
XM_003251155.4,0.008377898,0.095041203,0.271679596,0.103047573,9.517485953,0.039523171,0.002879871,0.018452677,0.028976537,0.028976537,LOC100578691,LOC100578691,GB49758,100578691,PREDICTED: Apis mellifera rhoGEF domain-containing protein gxcJ
XR_411559.3,0.008420015,0.095329284,-0.527433437,0.200183753,6.222170426,0.183424723,0.032662295,0.085649092,0.08755831,0.08755831,LOC102656558,LOC102656558,,102656558,PREDICTED: Apis mellifera uncharacterized LOC102656558
XM_394112.7,0.00841575,0.095329284,0.15779267,0.05988522,12.25370237,0.014992872,0.000441464,0.008581138,0.010317255,0.010317255,LOC410635,LOC410635,GB54693,410635,PREDICTED: Apis mellifera fumarylacetoacetate hydrolase
XR_407704.3,0.008435346,0.095408119,-0.226253416,0.08589307,10.11357989,0.032324861,0.001860891,0.018339274,0.020271968,0.020271968,LOC102653945,LOC102653945,,102653945,PREDICTED: Apis mellifera uncharacterized LOC102653945
XM_016914420.2,0.008503485,0.095988351,-0.773157726,0.293820346,6.54601375,0.398475498,0.024266195,0.234724992,0.080837543,0.234724992,LOC410235,LOC410235,GB48426,410235,"PREDICTED: Apis mellifera toll-like receptor Tollo (LOC410235),"
XM_026442964.1,0.008497064,0.095988351,-0.571058881,0.216996284,7.850834788,0.217358759,0.010135351,0.13112681,0.058960898,0.13112681,LOC113219014,LOC113219014,,113219014,PREDICTED: Apis mellifera uncharacterized LOC113219014
XR_003304173.1,0.008537746,0.096279762,-0.782279825,0.297441463,5.258800484,0.408184354,0.059839064,0.205575208,0.116125919,0.205575208,LOC102654107,LOC102654107,,102654107,PREDICTED: Apis mellifera uncharacterized LOC102654107
XM_396321.6,0.008560649,0.096442644,0.471917871,0.179496605,6.761669295,0.123038669,0.019758306,0.048772287,0.076898788,0.076898788,LOC412869,LOC412869,GB46142,412869,PREDICTED: Apis mellifera sarcoplasmic calcium-binding protein
XM_395682.7,0.008646689,0.097315791,0.365321226,0.139132032,8.287653014,0.061404884,0.00705337,0.020454122,0.051019797,0.051019797,LOC412220,LOC412220,GB53933,412220,PREDICTED: Apis mellifera vesicular glutamate transporter 2.2
XM_001120513.5,0.008657778,0.097344498,-0.660592984,0.251627644,8.043627137,0.291694855,0.0086416,0.181307813,0.055592328,0.181307813,LOC724619,LOC724619,GB51444,724619,PREDICTED: Apis mellifera multiple inositol polyphosphate
XM_394261.7,0.008704781,0.097680324,-0.511634013,0.195024397,10.52099726,0.175122141,0.001421296,0.11268225,0.015952229,0.11268225,LOC410785,LOC410785,GB55020,410785,"PREDICTED: Apis mellifera plexin-A4 (LOC410785), transcript variant"
XM_001122891.5,0.008701477,0.097680324,0.156880991,0.05979687,12.32644078,0.012163371,0.000365253,0.005630961,0.010361743,0.010361743,LOC727180,LOC727180,GB42919,727180,PREDICTED: Apis mellifera Fanconi anemia group D2 protein
XM_026445625.1,0.008736347,0.097841937,-0.666099606,0.254022933,9.741103459,0.296990507,0.002572734,0.191010218,0.025736325,0.191010218,LOC724421,LOC724421,GB50508,724421,"PREDICTED: Apis mellifera fibrillin-2 (LOC724421), mRNA."
XM_003251614.4,0.008729589,0.097841937,0.282250814,0.107628002,9.350823355,0.037408472,0.00328971,0.013959953,0.031461651,0.031461651,LOC100576143,LOC100576143,GB45416,100576143,PREDICTED: Apis mellifera HAUS augmin-like complex subunit 3
XM_006564240.3,0.008746159,0.097855704,-0.354829682,0.13533716,12.76024723,0.084290611,0.000324631,0.05462381,0.010909779,0.05462381,LOC550655,LOC550655,GB53506,550655,"PREDICTED: Apis mellifera protein FAM49B (LOC550655), transcript"
XM_026441301.1,0.008775212,0.098084499,-0.272276765,0.103895083,13.05564982,0.049657233,0.000233921,0.032148644,0.011463131,0.032148644,LOC726672,LOC726672,,726672,"PREDICTED: Apis mellifera uncharacterized LOC726672 (LOC726672),"
XM_001121591.5,0.008794639,0.098205364,-0.293890535,0.11217472,12.57147458,0.057873634,0.000316688,0.037432815,0.010618542,0.037432815,LOC725784,LOC725784,,725784,"PREDICTED: Apis mellifera uncharacterized LOC725784 (LOC725784),"
XM_006563153.3,0.008804943,0.098224223,0.197954205,0.075568418,10.95119918,0.02626138,0.000995615,0.016136142,0.012930237,0.016136142,LOC724423,LOC724423,GB45982,724423,"PREDICTED: Apis mellifera DNA polymerase theta (LOC724423),"
XM_006557572.3,0.008815106,0.098241468,-0.156539611,0.059767499,12.14517618,0.014018822,0.000435517,0.007633792,0.010280945,0.010280945,LOC411780,LOC411780,GB49050,411780,"PREDICTED: Apis mellifera zinc finger protein 578 (LOC411780),"
XR_001705541.2,0.008833948,0.098355312,0.340273682,0.129954103,8.57711672,0.061568873,0.005296859,0.027693048,0.045367348,0.045367348,LOC107965509,LOC107965509,,107965509,PREDICTED: Apis mellifera uncharacterized LOC107965509
XM_006567171.3,0.008885429,0.098831976,0.157002485,0.060006351,12.41795163,0.016179384,0.000363122,0.010039267,0.010439165,0.010439165,LOC413141,LOC413141,GB44143,413141,PREDICTED: Apis mellifera oxidative stress-induced growth inhibitor
XM_006571272.3,0.008942043,0.099364747,0.624777767,0.238988196,12.7443581,0.262227501,0.000307521,0.171038553,0.010883257,0.171038553,LOC411700,LOC411700,GB45495,411700,"PREDICTED: Apis mellifera heat shock protein 83 (LOC411700), mRNA."
XM_392383.7,0.009030105,0.100245598,0.253794261,0.097205204,13.73758558,0.043336375,0.000153309,0.028193246,0.013239968,0.028193246,LOC408853,LOC408853,GB44585,408853,"PREDICTED: Apis mellifera X-box-binding protein 1 (LOC408853),"
XR_408727.3,0.009125873,0.101210189,0.649159298,0.248977372,5.235977562,0.231479097,0.069016839,0.05918783,0.116952356,0.116952356,LOC102655427,LOC102655427,,102655427,PREDICTED: Apis mellifera uncharacterized LOC102655427
XM_016912873.2,0.009161401,0.101505472,0.428667567,0.164494324,7.286927103,0.094374721,0.01297115,0.035714278,0.068203997,0.068203997,LOC107964653,LOC107964653,,107964653,PREDICTED: Apis mellifera coiled-coil domain-containing protein 134
XR_001704609.2,0.009193388,0.101620366,-0.404039204,0.155114657,7.683098048,0.10015729,0.01040016,0.050798555,0.061781511,0.061781511,LOC107965107,LOC107965107,,107965107,PREDICTED: Apis mellifera uncharacterized LOC107965107
XM_006562911.3,0.009204421,0.101620366,0.1697767,0.065189245,11.15638736,0.015552513,0.000822557,0.00763797,0.011926356,0.011926356,LOC408464,LOC408464,GB54156,408464,"PREDICTED: Apis mellifera protein HGV2 (LOC408464), transcript"
XR_003304562.1,0.009207424,0.101620366,-0.643742142,0.247188603,5.091115402,0.238765323,0.06093339,0.077387281,0.122373226,0.122373226,LOC102653946,LOC102653946,,102653946,PREDICTED: Apis mellifera uncharacterized LOC102653946
XM_026442947.1,0.009203726,0.101620366,0.166042077,0.063754626,13.29510335,0.013973412,0.000192174,0.006907587,0.012001783,0.012001783,LOC725563,LOC725563,GB47188,725563,"PREDICTED: Apis mellifera uncharacterized LOC725563 (LOC725563),"
XM_006568998.2,0.009256026,0.10195937,0.175282458,0.067352858,13.8031905,0.017090291,0.000155804,0.009426333,0.013453418,0.013453418,LOC725718,LOC725718,,725718,PREDICTED: Apis mellifera cofilin/actin-depolymerizing factor
XM_003250323.4,0.009253713,0.10195937,-0.863922947,0.33195429,6.825680903,0.504081644,0.019374453,0.311206498,0.07578718,0.311206498,LOC726252,LOC726252,,726252,"PREDICTED: Apis mellifera titin (LOC726252), transcript variant X3,"
XM_001120184.5,0.0093004,0.102349288,0.178783938,0.068741643,10.93174116,0.020491718,0.001131937,0.011819844,0.013044304,0.013044304,LOC724363,LOC724363,GB47093,724363,PREDICTED: Apis mellifera activator of basal transcription 1
XM_395025.6,0.009330281,0.102480288,-0.162894944,0.062658912,11.46734189,0.010068703,0.000789793,0.002325352,0.010988625,0.010988625,LOC411554,LOC411554,GB45282,411554,PREDICTED: Apis mellifera RCC1-like G exchanging factor-like
XM_006564813.3,0.009328098,0.102480288,-0.164380634,0.063228442,11.3579852,0.013248227,0.000728539,0.005738213,0.011264969,0.011264969,LOC551561,LOC551561,GB52744,551561,"PREDICTED: Apis mellifera poly(A) RNA polymerase, mitochondrial"
XM_623641.6,0.009382119,0.102752679,0.37493796,0.144328639,10.36606344,0.095150737,0.001608653,0.060883615,0.017304653,0.060883615,LOC551250,LOC551250,GB49869,551250,PREDICTED: Apis mellifera microsomal triglyceride transfer protein
XR_003304456.1,0.009368747,0.102752679,-0.885545688,0.340817755,5.918851383,0.530661432,0.040445407,0.308024819,0.095165406,0.308024819,LOC113218676,LOC113218676,,113218676,PREDICTED: Apis mellifera uncharacterized LOC113218676
XM_026440610.1,0.009376716,0.102752679,-0.467617991,0.17999119,6.843154549,0.147991328,0.018953896,0.078236589,0.075487424,0.078236589,LOC113218762,LOC113218762,,113218762,PREDICTED: Apis mellifera uncharacterized LOC113218762
XM_016914805.2,0.009420452,0.103073492,0.176077936,0.067816011,13.85997182,0.014523005,0.000152104,0.00652217,0.01364493,0.01364493,LOC551211,LOC551211,GB45286,551211,"PREDICTED: Apis mellifera elongation factor 1-gamma (LOC551211),"
XM_392226.7,0.009433186,0.103113862,-0.535168727,0.206155852,8.765357907,0.194020342,0.004721955,0.122778751,0.041725232,0.122778751,LOC408690,LOC408690,GB49809,408690,"PREDICTED: Apis mellifera calmodulin (LOC408690), transcript"
XM_006565874.3,0.009459856,0.103207481,0.166116383,0.064014705,11.28035821,0.015965654,0.00079903,0.008484793,0.011494617,0.011494617,LOC726583,LOC726583,GB52473,726583,"PREDICTED: Apis mellifera DNA polymerase eta (LOC726583), mRNA."
XR_003304261.1,0.009453353,0.103207481,-0.211503239,0.081497587,15.05797583,0.030314233,6.26E-05,0.019863015,0.019511325,0.019863015,LOC113218622,LOC113218622,,113218622,PREDICTED: Apis mellifera uncharacterized LOC113218622
XM_026445716.1,0.00947102,0.1032305,0.404299946,0.155825606,7.692266766,0.083935218,0.01121535,0.032075856,0.061629508,0.061629508,LOC100576590,LOC100576590,,100576590,PREDICTED: Apis mellifera cilia- and flagella-associated protein 69
NR_127371.1,0.009512056,0.103578744,-0.798014768,0.307747803,4.423151514,0.398485641,0.132404184,0.11488175,0.151721946,0.151721946,Mir9889,Mir9889,,104796175,"Apis mellifera microRNA mir-9889 (Mir9889), microRNA."
XM_006570141.3,0.00954952,0.103887474,0.382099617,0.147430438,8.006037809,0.082156331,0.008943999,0.037627929,0.056263202,0.056263202,LOC725818,LOC725818,GB46403,725818,"PREDICTED: Apis mellifera uncharacterized LOC725818 (LOC725818),"
XM_624304.5,0.009577673,0.103926403,0.237142417,0.091535504,10.45969467,0.038188366,0.001464512,0.023671734,0.0164415,0.023671734,LOC551918,LOC551918,GB53136,551918,PREDICTED: Apis mellifera chromatin assembly factor 1 subunit B
XM_006570943.3,0.009580445,0.103926403,-0.329120301,0.127043281,11.5675376,0.073560034,0.000684129,0.047735857,0.010779732,0.047735857,LOC552244,LOC552244,GB45324,552244,PREDICTED: Apis mellifera probable pathogenesis-related protein
XM_001121788.5,0.009569177,0.103926403,0.187274793,0.072278389,10.73811515,0.018301985,0.001351953,0.008258676,0.014320544,0.014320544,LOC726007,LOC726007,GB41982,726007,"PREDICTED: Apis mellifera polycomb protein Scm (LOC726007),"
XM_006563879.3,0.009597208,0.104009288,-0.615074338,0.237479174,6.741895095,0.25698546,0.019931948,0.149257126,0.077246812,0.149257126,LOC102655392,LOC102655392,,102655392,PREDICTED: Apis mellifera MDS1 and EVI1 complex locus protein
XR_003305930.1,0.009627189,0.104065061,-0.604092427,0.233335823,7.301902584,0.248013742,0.014116318,0.149220501,0.067963684,0.149220501,LOC113219183,LOC113219183,,113219183,PREDICTED: Apis mellifera uncharacterized LOC113219183
XM_026441274.1,0.009613719,0.104065061,0.168988853,0.065261225,13.19888236,0.019403865,0.000229567,0.012547515,0.011775066,0.012547515,LOC550824,LOC550824,GB46066,550824,PREDICTED: Apis mellifera nucleosome assembly protein 1-like 1
XM_026441387.1,0.009629738,0.104065061,-0.514135789,0.198596301,9.446442009,0.179656505,0.003048782,0.11527269,0.030008549,0.11527269,LOC413785,LOC413785,GB48497,413785,"PREDICTED: Apis mellifera FK506-binding protein 2 (LOC413785),"
NM_001077816.1,0.009660689,0.10415583,-0.589646705,0.227861343,8.52041163,0.236424859,0.006151226,0.149611149,0.046477187,0.149611149,pHCl-1,pHCl-1,,552785,"Apis mellifera pH-sensitive chloride channel 1 (pHCl-1), transcript"
XM_003251666.4,0.009667077,0.10415583,-0.441141154,0.170488296,8.648324012,0.132345848,0.005110439,0.082088339,0.043979743,0.082088339,LOC100578467,LOC100578467,GB48935,100578467,"PREDICTED: Apis mellifera protein Star (LOC100578467), mRNA."
XR_001706525.2,0.00967468,0.10415583,0.399170939,0.154284171,15.60607498,0.108374589,4.41E-05,0.071366744,0.023773712,0.071366744,LOC107966103,LOC107966103,,107966103,PREDICTED: Apis mellifera uncharacterized LOC107966103
XM_006570668.3,0.009666168,0.10415583,0.256582979,0.099160657,9.943544694,0.044771778,0.002163493,0.027335014,0.022676838,0.027335014,LOC102655356,LOC102655356,,102655356,PREDICTED: Apis mellifera thyrotropin-releasing hormone receptor
XR_003305023.1,0.009720654,0.104552053,0.573784147,0.221914327,6.479346441,0.224096709,0.025459981,0.122277925,0.082130116,0.122277925,LOC107964776,LOC107964776,,107964776,PREDICTED: Apis mellifera uncharacterized LOC107964776
XM_625120.5,0.009750046,0.104660023,0.204726055,0.079210871,11.55915599,0.028542649,0.000740828,0.018082258,0.01079568,0.018082258,LOC552745,LOC552745,GB49488,552745,PREDICTED: Apis mellifera O-phosphoseryl-tRNA(Sec) selenium
XM_001122673.5,0.009753421,0.104660023,0.15832229,0.061259548,11.65494844,0.013982185,0.000629084,0.007231535,0.010629112,0.010629112,LOC726956,LOC726956,GB52455,726956,"PREDICTED: Apis mellifera Golgi membrane protein 1 (LOC726956),"
XM_394966.7,0.009758232,0.104660023,0.252121323,0.097559571,9.722335252,0.036272755,0.002533712,0.01829677,0.026019898,0.026019898,LOC411493,LOC411493,GB55800,411493,PREDICTED: Apis mellifera protein transport protein SFT2
XM_393516.7,0.00977677,0.104760291,0.159292188,0.061654503,11.62443758,0.016903205,0.00072534,0.010255985,0.010678493,0.010678493,LOC410030,LOC410030,GB42036,410030,"PREDICTED: Apis mellifera protein SEC13 homolog (LOC410030),"
XM_392555.7,0.009809245,0.105009579,-0.426547895,0.165169739,9.017787318,0.124023691,0.004193468,0.07764966,0.037048548,0.07764966,LOC409025,LOC409025,GB54020,409025,"PREDICTED: Apis mellifera apolipoprotein D (LOC409025), mRNA."
XM_016914282.2,0.009831967,0.105154089,-0.15983339,0.061910526,12.40895528,0.017420685,0.000387326,0.011111414,0.010430535,0.011111414,LOC725685,LOC725685,GB54602,725685,PREDICTED: Apis mellifera gamma-tubulin complex component 5
XM_026445947.1,0.009906864,0.105855812,0.613347745,0.237818028,5.371198576,0.189371539,0.057510424,0.037939632,0.11216182,0.11216182,LOC113219343,LOC113219343,,113219343,PREDICTED: Apis mellifera uncharacterized LOC113219343
XM_016911959.2,0.009917535,0.10587061,0.230354284,0.089329916,10.57185714,0.036234937,0.001296465,0.022643037,0.015560631,0.022643037,LOC725284,LOC725284,GB55008,725284,"PREDICTED: Apis mellifera chitin synthase chs-2 (LOC725284), mRNA."
XM_394494.7,0.009927554,0.105878433,-0.90389099,0.350570565,8.040008728,0.558004399,0.010962432,0.35773673,0.055657393,0.35773673,LOC411021,LOC411021,GB40997,411021,PREDICTED: Apis mellifera UDP-glucuronosyltransferase 2B18
XM_026443364.1,0.009948548,0.105997912,0.713267873,0.276716483,4.771042387,0.246906522,0.094224178,0.024747679,0.135491858,0.135491858,LOC113219048,LOC113219048,,113219048,PREDICTED: Apis mellifera uncharacterized LOC113219048
XR_003305164.1,0.009957351,0.105997912,-0.338203228,0.131223501,8.544967165,0.061315079,0.005662582,0.027469578,0.04599624,0.04599624,LOC102656151,LOC102656151,,102656151,PREDICTED: Apis mellifera uncharacterized LOC102656151
XM_006565203.3,0.009980482,0.106145031,0.154588165,0.059999176,12.45119639,0.016130982,0.000326784,0.010248045,0.010472919,0.010472919,LOC412742,LOC412742,GB49325,412742,PREDICTED: Apis mellifera chromatin-remodeling complex ATPase chain
XM_006572217.2,0.010010697,0.106268117,0.157602449,0.061193913,12.77629999,0.011569238,0.000297186,0.004977416,0.010936899,0.010936899,LOC411715,LOC411715,GB50626,411715,"PREDICTED: Apis mellifera phospholipase D3 (LOC411715), transcript"
XM_016914519.2,0.010009156,0.106268117,0.60830349,0.236187328,5.332613321,0.122456387,0.053850316,-0.030158232,0.113503045,0.113503045,LOC100577758,LOC100577758,GB48438,100577758,PREDICTED: Apis mellifera G-protein coupled receptor moody
NM_001011578.1,0.010025643,0.106309139,1.600389558,0.621524115,7.962249586,1.752046088,0.01156392,1.147312755,0.057033855,1.147312755,Vg,Vg,,406088,"Apis mellifera vitellogenin (Vg), mRNA."
NM_001242985.1,0.010033211,0.106309139,-0.636220903,0.247106536,5.114022203,0.268364782,0.06168941,0.112078739,0.121495511,0.121495511,Or98,Or98,,100577371,"Apis mellifera odorant receptor 98 (Or98), mRNA."
NM_001077814.1,0.010076782,0.106660537,0.875983361,0.340427889,4.04351066,0.512665757,0.175574432,0.158153845,0.172099011,0.172099011,CSP4,CSP4,,413565,"Apis mellifera chemosensory protein 4 (CSP4), mRNA."
XM_393536.6,0.010103796,0.106660537,0.219975769,0.085518593,10.1359502,0.026396195,0.001964185,0.012554828,0.019976104,0.019976104,LOC410050,LOC410050,GB53939,410050,PREDICTED: Apis mellifera mitotic checkpoint protein BUB3
XM_397471.7,0.010099224,0.106660537,0.160738761,0.062485589,11.47913226,0.013164024,0.000751421,0.005977921,0.010961926,0.010961926,LOC414035,LOC414035,GB49389,414035,"PREDICTED: Apis mellifera lachesin (LOC414035), transcript variant"
XM_026439654.1,0.01009052,0.106660537,-1.256523366,0.488404251,4.376816949,1.081155844,0.148917763,0.566698375,0.154052655,0.566698375,LOC102653797,LOC102653797,,102653797,PREDICTED: Apis mellifera uncharacterized LOC102653797
XR_003305934.1,0.010115609,0.106681642,-1.061387328,0.412693763,3.525890837,0.660088301,0.305843201,0.082291011,0.205105225,0.205105225,LOC113219184,LOC113219184,,113219184,PREDICTED: Apis mellifera uncharacterized LOC113219184
XM_006564053.3,0.010135736,0.106681642,-0.64943102,0.252582509,10.25453783,0.28901997,0.001739487,0.189654285,0.018508787,0.189654285,LOC100576758,LOC100576758,GB47771,100576758,PREDICTED: Apis mellifera uncharacterized LOC100576758
XR_001703784.2,0.010143224,0.106681642,1.057029099,0.411150093,3.51664871,0.56045439,0.301377586,-0.020070912,0.205755611,0.205755611,LOC107964771,LOC107964771,,107964771,PREDICTED: Apis mellifera uncharacterized LOC107964771
XM_026442786.1,0.010125536,0.106681642,0.223228965,0.086808431,12.45334686,0.034142238,0.00035527,0.022251841,0.010475203,0.022251841,LOC100576187,LOC100576187,GB55958,100576187,PREDICTED: Apis mellifera E3 ubiquitin-protein ligase AMFR
XM_016917734.2,0.010183147,0.106742242,-0.244186624,0.095030987,13.41169002,0.040891634,0.00018721,0.026905456,0.012295896,0.026905456,LOC726766,LOC726766,GB48923,726766,"PREDICTED: Apis mellifera endoribonuclease Dicer (LOC726766),"
XM_006562764.3,0.010186436,0.106742242,-0.325364683,0.12662886,12.82928192,0.072602961,0.00027811,0.047826494,0.011028747,0.047826494,LOC409468,LOC409468,GB40944,409468,"PREDICTED: Apis mellifera venom metalloproteinase 3 (LOC409468),"
XR_408728.3,0.010177517,0.106742242,-0.78783887,0.306583227,4.331537369,0.380053187,0.125609024,0.106242456,0.1563708,0.1563708,LOC102655519,LOC102655519,,102655519,PREDICTED: Apis mellifera uncharacterized LOC102655519
XR_408619.3,0.010182564,0.106742242,0.432188352,0.168194998,7.174384637,0.079649611,0.014854896,0.016723645,0.070013776,0.070013776,LOC102656332,LOC102656332,,102656332,PREDICTED: Apis mellifera uncharacterized LOC102656332
XM_026443779.1,0.010218282,0.106977625,0.209964837,0.081750747,12.19191972,0.030250112,0.000421439,0.019628115,0.01029202,0.019628115,LOC100577735,LOC100577735,,100577735,PREDICTED: Apis mellifera peptidyl-prolyl cis-trans isomerase
XM_001122049.5,0.010285857,0.107449669,0.210974072,0.082216858,11.89578425,0.030574412,0.000510901,0.019767934,0.0103498,0.019767934,LOC726301,LOC726301,GB44960,726301,PREDICTED: Apis mellifera actin-related protein 2/3 complex subunit
XR_003306212.1,0.010301069,0.107449669,1.260611607,0.491360068,2.669049211,0.738090258,0.44813946,-0.112982663,0.276164689,0.276164689,LOC102656417,LOC102656417,,102656417,PREDICTED: Apis mellifera uncharacterized LOC102656417
XM_392296.7,0.010283049,0.107449669,0.159020563,0.061968223,11.58165718,0.014916107,0.000766707,0.008054749,0.010753475,0.010753475,LOC408762,LOC408762,GB49074,408762,PREDICTED: Apis mellifera uncharacterized protein MAL13P1.304
XM_006557892.3,0.010296031,0.107449669,-1.865210342,0.726971933,6.004940911,2.390152236,0.060745218,1.524719356,0.092846017,1.524719356,LOC102655788,LOC102655788,,102655788,PREDICTED: Apis mellifera uncharacterized LOC102655788
NM_001011567.1,0.010365833,0.107927731,-0.303619977,0.118445139,10.05560142,0.063402982,0.002063136,0.040024617,0.021063395,0.040024617,Dop1R2,Dop1R2,,406070,"Apis mellifera dopamine receptor 2 (Dop1R2), mRNA."
XM_001123353.5,0.010362531,0.107927731,0.257829705,0.100577563,13.00646018,0.045718532,0.00024654,0.030100999,0.011362787,0.030100999,LOC409150,LOC409150,GB40460,409150,"PREDICTED: Apis mellifera enoyl Coenzyme A hydratase, short chain,"
XR_003305158.1,0.010403799,0.108224193,0.302358755,0.118011564,9.002858639,0.050946314,0.004464147,0.024150554,0.037316041,0.037316041,LOC100577539,LOC100577539,,100577539,PREDICTED: Apis mellifera uncharacterized LOC100577539
XR_120184.4,0.010417101,0.108263785,-0.959402184,0.374522535,4.646360139,0.63357923,0.100557557,0.320243831,0.141059479,0.320243831,LOC100576913,LOC100576913,,100576913,PREDICTED: Apis mellifera uncharacterized LOC100576913
XM_006563445.3,0.01043375,0.108338056,0.153648971,0.059993053,12.39529216,0.015581865,0.000379653,0.009677997,0.010417847,0.010417847,LOC726650,LOC726650,GB50162,726650,"PREDICTED: Apis mellifera uncharacterized LOC726650 (LOC726650),"
XR_412500.3,0.010488208,0.108409847,0.22273621,0.087030005,10.08452985,0.029991806,0.002058413,0.016049148,0.020664253,0.020664253,LOC102656390,LOC102656390,,102656390,PREDICTED: Apis mellifera uncharacterized LOC102656390
XM_003249352.4,0.010462813,0.108409847,-0.866233482,0.33835313,4.133073275,0.516869686,0.135305797,0.208142724,0.167020927,0.208142724,LOC100577596,LOC100577596,GB51781,100577596,PREDICTED: Apis mellifera uncharacterized LOC100577596
XM_016916092.2,0.010453938,0.108409847,0.160812252,0.062806463,11.4159435,0.014257054,0.00072203,0.007202556,0.011111926,0.011111926,LOC107963986,LOC107963986,,107963986,PREDICTED: Apis mellifera centrosomal protein of 162 kDa
XR_003305081.1,0.010480822,0.108409847,-1.319867155,0.51566405,2.461783264,1.118169165,0.50066621,0.206705079,0.297062026,0.297062026,LOC113218914,LOC113218914,,113218914,PREDICTED: Apis mellifera small nucleolar RNA snR61/Z1/Z11
XM_003249471.4,0.010472543,0.108409847,-0.466329422,0.182172512,8.956831912,0.149817647,0.005055396,0.094505076,0.038148712,0.094505076,LOC100578337,LOC100578337,GB40521,100578337,PREDICTED: Apis mellifera uncharacterized LOC100578337
XM_006569373.3,0.010517111,0.10861013,0.317859668,0.124244161,10.2348113,0.069654787,0.001816785,0.04449305,0.018740264,0.04449305,LOC724629,LOC724629,,724629,"PREDICTED: Apis mellifera 40S ribosomal protein S28 (LOC724629),"
XM_006560599.3,0.010542642,0.108775263,0.215273717,0.084173373,11.95193738,0.031962093,0.000569932,0.020685538,0.010314308,0.020685538,LOC409316,LOC409316,GB49533,409316,"PREDICTED: Apis mellifera coronin-2B (LOC409316), transcript"
XM_016914235.2,0.010585081,0.108935498,-0.437607947,0.171201005,7.019477459,0.119368236,0.015395375,0.05845947,0.072533978,0.072533978,LOC100577165,LOC100577165,GB48743,100577165,PREDICTED: Apis mellifera uncharacterized LOC100577165
